dataset,metric,nli,nli_weight,avg
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.5,0.7965689013035382
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.6,0.8024511173184358
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.7,0.8041177839851025
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.8,0.803284450651769
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.9,0.8020833333333334
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,1.0,0.8058333333333335
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.0,0.2867295158286778
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.1,0.34598696461824957
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.2,0.41328910614525144
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.3,0.5102490689013035
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.4,0.5605912476722532
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.5,0.5796345437616387
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.6,0.5926489757914339
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.7,0.6057122905027934
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.8,0.6226233705772811
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.9,0.6518389199255121
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,1.0,0.8637011173184357
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.0,0.2867295158286778
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.1,0.33740689013035374
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.2,0.3918156424581006
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.3,0.44975558659217874
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.4,0.49073556797020473
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.5,0.5107355679702047
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.6,0.5219855679702049
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.7,0.5349022346368716
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.8,0.5449022346368715
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.9,0.5645833333333333
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,1.0,0.8058333333333335
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.0,0.3340153631284916
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.1,0.5257635009310987
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.2,0.5966201117318436
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.3,0.6352467411545624
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.4,0.6536778398510242
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.5,0.6734078212290502
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.6,0.6860055865921789
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.7,0.7028677839851025
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.8,0.7161522346368717
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.9,0.7441177839851024
summ_google,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,1.0,0.8637011173184357
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.0,0.3340153631284916
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.1,0.5051722532588454
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.2,0.5536522346368715
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.3,0.5824022346368716
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.4,0.5957355679702049
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.5,0.6065689013035381
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.6,0.6140689013035382
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.7,0.625784450651769
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.8,0.6395833333333333
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.9,0.6599999999999999
summ_google,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,1.0,0.8058333333333335
