error,id,metric,model,direction,prob,hyp_score,hyp_adv_score
add,6,XMoverScore(UMD),None,,,-0.42070688327029326,-0.6870769162848037
add,7,XMoverScore(UMD),None,,,-0.209577388041014,-0.3917311531858937
add,9,XMoverScore(UMD),None,,,-0.16799988971133528,-0.21067647513685134
add,23,XMoverScore(UMD),None,,,-0.23051990466123817,-0.2947115944897288
add,66,XMoverScore(UMD),None,,,-0.40319132907786015,-0.5198377697109298
add,94,XMoverScore(UMD),None,,,-0.527894179008665,-0.6501999021980426
add,115,XMoverScore(UMD),None,,,-0.2521428865624723,-0.37109033421665943
add,145,XMoverScore(UMD),None,,,-0.3357998521123711,-0.3694814977199182
add,150,XMoverScore(UMD),None,,,-0.42449546579749964,-0.43411865773630887
add,153,XMoverScore(UMD),None,,,-0.21623994104819994,-0.4028309924893857
add,157,XMoverScore(UMD),None,,,-0.40537062545844915,-0.6568669590382911
add,159,XMoverScore(UMD),None,,,-0.08308959663873816,-0.2906787688910015
add,185,XMoverScore(UMD),None,,,-0.6650555219718619,-0.7185362833430046
add,293,XMoverScore(UMD),None,,,-0.24316693500224207,-0.3487267611682103
add,299,XMoverScore(UMD),None,,,-0.4558857229638025,-0.4899655139621021
add,308,XMoverScore(UMD),None,,,-0.24798065880600356,-0.3875950417361698
add,319,XMoverScore(UMD),None,,,-0.5305118408304468,-0.7316131294208241
add,324,XMoverScore(UMD),None,,,-0.5742669410542683,-0.6592170979598916
add,345,XMoverScore(UMD),None,,,-0.40810127343618596,-0.4856232919713885
add,360,XMoverScore(UMD),None,,,-0.06219284932982916,-0.17946391726002503
add,362,XMoverScore(UMD),None,,,-0.440219958844826,-0.35748094076698844
add,375,XMoverScore(UMD),None,,,-0.24652006394369164,-0.2963782654849852
add,379,XMoverScore(UMD),None,,,-0.2263599221237908,-0.4548338719492989
add,393,XMoverScore(UMD),None,,,-0.37775891852416377,-0.4467052590735031
add,417,XMoverScore(UMD),None,,,-0.25157492887564953,-0.5590674555155187
add,418,XMoverScore(UMD),None,,,-0.2807460342559326,-0.48107027609677244
add,436,XMoverScore(UMD),None,,,-0.3864300276343243,-0.41715163951452733
add,453,XMoverScore(UMD),None,,,-0.5300187911024816,-0.6123793154867839
add,455,XMoverScore(UMD),None,,,-0.3647075986329754,-0.41211938583843644
add,472,XMoverScore(UMD),None,,,-0.317832770105159,-0.43929215564644486
add,484,XMoverScore(UMD),None,,,-0.4639025354685914,-0.3683183121123019
add,485,XMoverScore(UMD),None,,,-0.3850884617793007,-0.4351434025826312
add,493,XMoverScore(UMD),None,,,-0.3220885077544048,-0.2887838250162764
add,505,XMoverScore(UMD),None,,,-0.5977713706605055,-0.7212261486213375
add,510,XMoverScore(UMD),None,,,-0.5025907129673308,-0.6076609763620853
add,540,XMoverScore(UMD),None,,,-0.3800542745343718,-0.31794755483228837
add,556,XMoverScore(UMD),None,,,-0.1406913083592336,-0.2503927770128043
add,581,XMoverScore(UMD),None,,,-0.4339516099319666,-0.4668370924179146
add,609,XMoverScore(UMD),None,,,-0.1884218338026583,-0.24424589330779067
add,617,XMoverScore(UMD),None,,,-0.41273713474471113,-0.45169664892053274
add,622,XMoverScore(UMD),None,,,-0.25528362314799524,-0.3575211948791429
add,625,XMoverScore(UMD),None,,,-0.36963835855623567,-0.45013367259325976
add,630,XMoverScore(UMD),None,,,-0.4152471325576337,-0.5263907726411613
add,632,XMoverScore(UMD),None,,,-0.3490020657494556,-0.4888475965608853
add,644,XMoverScore(UMD),None,,,-0.4811006965225629,-0.5054090165704541
add,669,XMoverScore(UMD),None,,,-0.8775307114052178,-1.0502849145651343
