error,id,metric,model,direction,prob,hyp_score,hyp_adv_score
add,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e:0,Rouge(L),None,,,0.724137926058264,0.9454545404561984
add,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e:1,Rouge(L),None,,,0.5581395298864251,0.9333333283358024
add,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e:2,Rouge(L),None,,,0.7659574418107743,0.9387755052061642
add,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e:3,Rouge(L),None,,,0.838709672419355,0.9523809473822121
add,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e:4,Rouge(L),None,,,0.7999999950011835,0.9552238755981288
add,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e:5,Rouge(L),None,,,0.7323943611981749,0.9315068443160067
add,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e:6,Rouge(L),None,,,0.7936507886520534,0.9206349156361804
add,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e:7,Rouge(L),None,,,0.8799999950008889,0.945945940945946
add,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e:8,Rouge(L),None,,,0.8813559272163173,0.8474576221315714
add,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e:9,Rouge(L),None,,,0.799999995000889,0.9729729679729731
add,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563:0,Rouge(L),None,,,0.6666666616666668,0.8749999950195313
add,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563:1,Rouge(L),None,,,0.7868852409029832,0.8852458966406881
add,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563:2,Rouge(L),None,,,0.8421052581717452,0.8780487754907793
add,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563:3,Rouge(L),None,,,0.7169811270772517,0.9454545404561984
add,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563:4,Rouge(L),None,,,0.8421052581594336,0.8813559272048264
add,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563:5,Rouge(L),None,,,0.8837209252352624,0.9090909041012396
add,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563:6,Rouge(L),None,,,0.7755101991003749,0.9056603723602706
add,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563:7,Rouge(L),None,,,0.7755101991003749,0.9056603723602706
add,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563:8,Rouge(L),None,,,0.7692307642319527,0.9393939343985309
add,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563:9,Rouge(L),None,,,0.8915662600667732,0.9268292632956573
add,cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31:0,Rouge(L),None,,,0.7407407357475996,0.9433962214168744
add,cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31:1,Rouge(L),None,,,0.879999995,0.961538456545858
add,cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31:2,Rouge(L),None,,,0.7692307642603551,0.9545454495557851
add,cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c:0,Rouge(L),None,,,0.8727272677289256,0.909090904092562
add,cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c:1,Rouge(L),None,,,0.8936170162788593,0.919999995008
