error,id,metric,model,direction,prob,hyp_score,hyp_adv_score
add,6,SentSim_new(WMD_ref),None,,,3.8831385872026383,4.288643908237266
add,7,SentSim_new(WMD_ref),None,,,3.0550272169228894,3.489834738735391
add,9,SentSim_new(WMD_ref),None,,,3.556358853528824,4.269307325945121
add,23,SentSim_new(WMD_ref),None,,,4.317220760926538,4.831449010805864
add,66,SentSim_new(WMD_ref),None,,,4.670401532439431,3.3252174135807957
add,94,SentSim_new(WMD_ref),None,,,4.719222637485489,3.8416469036720313
add,115,SentSim_new(WMD_ref),None,,,4.31393289456601,3.6491126541704966
add,145,SentSim_new(WMD_ref),None,,,4.902849628192238,4.31217144151281
add,150,SentSim_new(WMD_ref),None,,,3.6952238251511904,4.359596738900766
add,153,SentSim_new(WMD_ref),None,,,4.159030766070742,4.137061352935744
add,157,SentSim_new(WMD_ref),None,,,3.4419049271461795,3.680065684939444
add,185,SentSim_new(WMD_ref),None,,,4.288377758881328,4.171089019957548
add,271,SentSim_new(WMD_ref),None,,,4.670653016903011,4.05440388390643
add,293,SentSim_new(WMD_ref),None,,,3.842497329924514,4.194475939818868
add,299,SentSim_new(WMD_ref),None,,,4.248158991140333,4.127887023948791
add,308,SentSim_new(WMD_ref),None,,,4.208581477848625,3.4290522639433156
add,319,SentSim_new(WMD_ref),None,,,4.529328720522825,4.617351129687773
add,324,SentSim_new(WMD_ref),None,,,3.4296686983888707,3.290085090114439
add,345,SentSim_new(WMD_ref),None,,,3.9866013710456554,3.9776594392364766
add,360,SentSim_new(WMD_ref),None,,,5.361027270520263,4.052597217957069
add,362,SentSim_new(WMD_ref),None,,,4.250041782863959,3.3636228006325903
add,375,SentSim_new(WMD_ref),None,,,3.6557880520185693,4.143525178084742
add,393,SentSim_new(WMD_ref),None,,,3.6821875001197872,3.9984086422497205
add,394,SentSim_new(WMD_ref),None,,,3.8481343813257,3.8457934686290196
add,417,SentSim_new(WMD_ref),None,,,3.413024908252787,3.293268233719452
add,418,SentSim_new(WMD_ref),None,,,4.138610116118455,4.155842746838134
add,453,SentSim_new(WMD_ref),None,,,3.927752067984547,4.541960699628282
add,455,SentSim_new(WMD_ref),None,,,4.14407823835334,4.959937158442722
add,472,SentSim_new(WMD_ref),None,,,4.28856137053886,3.3342575521293227
add,484,SentSim_new(WMD_ref),None,,,4.128965106300521,4.66788357119531
add,485,SentSim_new(WMD_ref),None,,,4.770306450559021,3.917376195465435
add,493,SentSim_new(WMD_ref),None,,,4.023277570903833,4.233556609065636
add,505,SentSim_new(WMD_ref),None,,,5.0080488678019375,4.239798416413065
add,510,SentSim_new(WMD_ref),None,,,3.8065327548882775,4.171505629352045
add,540,SentSim_new(WMD_ref),None,,,3.8938626369037586,4.444132369822391
add,556,SentSim_new(WMD_ref),None,,,4.5449873994788925,4.645505018628091
add,581,SentSim_new(WMD_ref),None,,,3.497347562930794,4.901118104574865
add,609,SentSim_new(WMD_ref),None,,,4.1647348946944405,4.526529634453825
add,622,SentSim_new(WMD_ref),None,,,4.846177361179938,4.555024663316557
add,625,SentSim_new(WMD_ref),None,,,4.0928190973346155,4.333100929732606
add,632,SentSim_new(WMD_ref),None,,,4.599181846967392,3.489663082566353
add,641,SentSim_new(WMD_ref),None,,,4.437201313505686,4.771500146320905
add,644,SentSim_new(WMD_ref),None,,,4.361370202975472,3.9103615273365335
add,669,SentSim_new(WMD_ref),None,,,4.041170313911516,2.3340425723900156
add,675,SentSim_new(WMD_ref),None,,,3.8318682094650094,4.440733065863498
add,680,SentSim_new(WMD_ref),None,,,4.411648649856764,3.312815461129495
add,692,SentSim_new(WMD_ref),None,,,4.16965164184546,4.550293013962266
add,698,SentSim_new(WMD_ref),None,,,4.979644799499921,3.9931239481399476
add,729,SentSim_new(WMD_ref),None,,,3.802650924187824,4.018906181725923
add,739,SentSim_new(WMD_ref),None,,,4.153223937813814,2.9880883366890414
add,748,SentSim_new(WMD_ref),None,,,4.468027367240124,3.4309830167449897
add,765,SentSim_new(WMD_ref),None,,,2.730609997051437,3.759509205882029
add,766,SentSim_new(WMD_ref),None,,,3.8312360004957258,3.9183926896254313
add,775,SentSim_new(WMD_ref),None,,,3.8684619046562023,3.454843198878528
add,792,SentSim_new(WMD_ref),None,,,4.607672700180243,4.307345915338381
add,796,SentSim_new(WMD_ref),None,,,4.715783448499948,4.527926464284709
