type,dataset,metric,ori,combined-0.1,improvement-0.1,combined-0.2,improvement-0.2,combined-0.3,improvement-0.3,combined-0.4,improvement-0.4,combined-0.5,improvement-0.5,combined-0.6,improvement-0.6,combined-0.7,improvement-0.7,combined-0.8,improvement-0.8,combined-0.9,improvement-0.9
Adv.,xpaws-fr,SentSim_new_WMD_src,0.7380072981797614,0.7838713532868744,6.21458015662355,0.8063998786722264,9.267195685076569,0.8117606315609813,9.993577782106877,0.815854854355138,10.548345032275662,0.8219409680887583,11.373013534691712,0.8222053469913425,11.408836879967055,0.8212431440742134,11.278458370228428,0.828366975310089,12.243737609803151,0.8259148705752186,11.911477381358493
Adv.,xpaws-zh,SentSim_new_WMD_src,0.6847661563355135,0.6979961876187172,1.9320509871579183,0.7093471648704096,3.589693840367336,0.7072480879445157,3.283154607014005,0.7001808081284281,2.2510825995556205,0.7012462219792788,2.406670582547088,0.6986183481582952,2.0229083599736963,0.6987942806527588,2.048600706599757,0.6942071599905546,1.378719372692716,0.689980845290123,0.7615284292838975
Adv.,xpaws-ja,SentSim_new_WMD_src,0.7075823760433735,0.75630995127973,6.886487974563349,0.7796108204977683,10.179513635876592,0.7959819576713075,12.493185899038739,0.8042573447291258,13.66271574291249,0.8073029299321957,14.093137034649583,0.8084085294950836,14.249387331480069,0.8114683495209972,14.68182037807788,0.8165784134082521,15.40400680615559,0.8190159313121023,15.748492195613718
MT,wmt21.news,COMET_wmt21-comet-qe-mqm,0.6610935526660876,0.6884728154265689,4.141511084182414,0.7131750889920561,7.8780886783620385,0.7301690588895277,10.448673405582198,0.7347811623817935,11.146321034070784,0.7254706286391756,9.737967601327412,0.7030987790293057,6.353900472000906,0.6672697258551741,0.9342358829819153,0.6141341960709238,-7.103284611653526,0.537960451643265,-18.625669623647955
MT,wmt20,COMET_wmt21-comet-qe-mqm,0.7349346909396772,0.7693250057022751,4.6793701789511255,0.7976366725912354,8.53163994359667,0.8203529756361286,11.622568066182426,0.8379613321538046,14.01847572093773,0.8505411353169159,15.73016565994807,0.8564798658768094,16.538228013393443,0.8496728040899022,15.61201485856143,0.8208219210558884,11.686375833803254,0.7755573902987958,5.52738901291745
Adv.,wmt20_google-de,COMET_wmt21-comet-qe-mqm,0.8138888888888888,0.8627777777777778,6.006825938566562,0.8677777777777778,6.621160409556337,0.8666666666666667,6.484641638225286,0.8672222222222222,6.552901023890811,0.8666666666666667,6.484641638225286,0.8638888888888888,6.1433447098976135,0.8622222222222222,5.938566552901037,0.8638888888888888,6.1433447098976135,0.8627777777777778,6.006825938566562
Adv.,xpaws-de,COMET_wmt21-comet-qe-mqm,0.7313235151338721,0.8040070096154229,9.938624012144048,0.834053418284798,14.047121557703601,0.8427464521924305,15.235793018109355,0.8492584266855011,16.126229925758718,0.8524026716416477,16.556168918705104,0.8605741899630005,17.6735291775034,0.8685368009198129,18.76232377962348,0.8793972998699067,20.24737092023208,0.8879430684861639,21.41590556179804
Adv.,xpaws-fr,COMET_wmt21-comet-qe-mqm,0.7521326063200722,0.8311113281887005,10.500637946683922,0.8553442463280345,13.722532322184723,0.869603378056304,15.618359149588823,0.8735997903421125,16.14970325729366,0.8849359914556976,17.65691103133886,0.8861944583970789,17.824230853775312,0.8876113218261742,18.012610325319244,0.8920097265059764,18.59740144364639,0.9046872002096712,20.282938488200443
Adv.,xpaws-zh,COMET_wmt21-comet-qe-mqm,0.7148896498712243,0.7644870000103565,6.9377630726737305,0.7903374552912305,10.553769443101736,0.8016934889843886,12.142271066422715,0.8072609159609873,12.921052375901954,0.810659277748027,13.3964210971657,0.8156932289184176,14.100578888693027,0.8189013352575215,14.549334349019215,0.8222756478112188,15.021339021950908,0.8286666755931791,15.915327035780958
Adv.,xpaws-ja,COMET_wmt21-comet-qe-mqm,0.7514441085677489,0.8279784087964975,10.184962441800604,0.853899329005513,13.634443236642513,0.8630273830680554,14.84917816615583,0.875670222670056,16.531650549377773,0.8749529623762778,16.43619963219043,0.8816307441937065,17.324859446179318,0.8868532310456102,18.01985283189602,0.8903114254703435,18.48005930438066,0.898933167776637,19.627415735549782
