setup,metric,nli,nli_weight,dataset,type,improvement,improvement_nli,ori,ori_nli,current
ref,MoverScore_bert_mnli_1-gram_idf(True),NLI2Score_monolingual,0.9,realsumm,sum-system,72.81492900478798,2.996204377996452,0.5005814365473278,0.8399139166386826,0.8650794541804123
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.1,realsumm,sum-summary,128.74779737092996,-89.08757950699173,-0.1993576440060424,0.5251899116152723,0.057310931542317
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.2,realsumm,sum-summary,218.0736316144405,-55.18024909218816,-0.1993576440060424,0.5251899116152723,0.2353888101789222
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.3,realsumm,sum-summary,268.5720889228354,-36.01146223568037,-0.1993576440060424,0.5251899116152723,0.3360613449283354
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.4,realsumm,sum-summary,301.21673089799987,-23.61983252296617,-0.1993576440060424,0.5251899116152723,0.4011409340642309
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.5,realsumm,sum-summary,313.94452372193086,-18.788470124987253,-0.1993576440060424,0.5251899116152723,0.4265147619719899
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.6,realsumm,sum-summary,324.9013869277635,-14.62933761672344,-0.1993576440060424,0.5251899116152723,0.4483581063161027
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.7,realsumm,sum-summary,330.05096321659533,-12.67460205561286,-0.1993576440060424,0.5251899116152723,0.4586241802818116
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.8,realsumm,sum-summary,350.0359299598952,-5.088477879636746,-0.1993576440060424,0.5251899116152723,0.4984657391366454
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.9,realsumm,sum-summary,361.3650871433975,-0.7880257294217057,-0.1993576440060424,0.5251899116152723,0.5210512799834168
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.1,realsumm,sum-system,199.4395407466181,-92.28395243663248,-0.0664289915227281,0.8560948276993455,0.0660566840928107
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.2,realsumm,sum-system,437.3127458471244,-73.82609401507088,-0.0664289915227281,0.8560948276993455,0.2240734553438677
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.3,realsumm,sum-system,694.563793757625,-53.8646047875468,-0.0664289915227281,0.8560948276993455,0.3949627321524633
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.4,realsumm,sum-system,935.2801742277456,-35.186129132455946,-0.0664289915227281,0.8560948276993455,0.5548681961287776
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.5,realsumm,sum-system,1125.372383982251,-20.43585453465936,-0.0664289915227281,0.8560948276993455,0.6811445340319646
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.6,realsumm,sum-system,1253.175645456365,-10.518913679104417,-0.0664289915227281,0.8560948276993455,0.7660429517623737
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.7,realsumm,sum-system,1328.2821023167403,-4.691000666841444,-0.0664289915227281,0.8560948276993455,0.8159354136231741
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.8,realsumm,sum-system,1367.285423446642,-1.6645236868796078,-0.0664289915227281,0.8560948276993455,0.8418449265101388
ref,DiscoScore_DS_Focus_NN,NLI1Score_monolingual,0.9,realsumm,sum-system,1384.290464224191,-0.3450113231719581,-0.0664289915227281,0.8560948276993455,0.8531412036066933
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.1,realsumm,sum-summary,46.68577747610303,-121.74873481871244,-0.1993576440060424,0.4886995902507953,-0.1062859779437798
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.2,realsumm,sum-summary,115.40060016356124,-93.71755690789296,-0.1993576440060424,0.4886995902507953,0.0307022736488664
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.3,realsumm,sum-summary,178.3935861304653,-68.02051618636712,-0.1993576440060424,0.4886995902507953,0.1562836063615433
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.4,realsumm,sum-summary,224.62182602297216,-49.16240135392624,-0.1993576440060424,0.4886995902507953,0.2484431362767063
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.5,realsumm,sum-summary,251.07837413622408,-38.36985066305356,-0.1993576440060424,0.4886995902507953,0.3011862872806105
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.6,realsumm,sum-summary,279.38214527849635,-26.823753134070767,-0.1993576440060424,0.4886995902507953,0.3576120185947066
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.7,realsumm,sum-summary,290.3947091206099,-22.33134342915736,-0.1993576440060424,0.4886995902507953,0.3795664064150054
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.8,realsumm,sum-summary,309.3255360428824,-14.60879745285803,-0.1993576440060424,0.4886995902507953,0.4173064569581095
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.9,realsumm,sum-summary,326.39827623358235,-7.644229998650581,-0.1993576440060424,0.4886995902507953,0.4513422695695615
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.1,realsumm,sum-system,107.22980393077064,-99.42819308679849,-0.0664289915227281,0.8399139166386826,0.0048026858402815
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.2,realsumm,sum-system,235.75111711121767,-89.26341184597699,-0.0664289915227281,0.8399139166386826,0.0901780980778195
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.3,realsumm,sum-system,387.4799759304468,-77.26314029839686,-0.0664289915227281,0.8399139166386826,0.1909700488403773
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.4,realsumm,sum-system,560.929636368638,-63.5449653823533,-0.0664289915227281,0.8399139166386826,0.306190909069064
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.5,realsumm,sum-system,748.3680546011249,-48.720416283763,-0.0664289915227281,0.8399139166386826,0.4307043600270583
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.6,realsumm,sum-system,934.4033622527526,-34.00683953488009,-0.0664289915227281,0.8399139166386826,0.5542857387762393
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.7,realsumm,sum-system,1099.3905942611236,-20.957960096968304,-0.0664289915227281,0.8399139166386826,0.6638850931406639
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.8,realsumm,sum-system,1227.700754984377,-10.80987895422954,-0.0664289915227281,0.8399139166386826,0.7491202389303127
ref,DiscoScore_DS_Focus_NN,NLI2Score_monolingual,0.9,realsumm,sum-system,1314.359176811666,-3.956043751717489,-0.0664289915227281,0.8399139166386826,0.8066865546196924
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.1,summeval-max,sum-system,46.535603397906094,-1.0768175931608923,0.2373022458767819,0.3515174799393478,0.3477322778723251
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.2,summeval-max,sum-system,71.35268271732646,15.676683995485076,0.2373022458767819,0.3515174799393478,0.406623764458332
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.3,summeval-max,sum-system,96.16403455835814,32.42631908086332,0.2373022458767819,0.3515174799393478,0.4655016596094904
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.4,summeval-max,sum-system,108.56971047887396,40.80113662355244,0.2373022458767819,0.3515174799393478,0.4949406071850696
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.5,summeval-max,sum-system,102.36687251861603,36.61372785220788,0.2373022458767819,0.3515174799393478,0.48022113339728
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.6,summeval-max,sum-system,139.57817280177488,61.73431397700752,0.2373022458767819,0.3515174799393478,0.5685243846891692
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.7,summeval-max,sum-system,127.1839518380364,53.36722944085383,0.2373022458767819,0.3515174799393478,0.5391126199832869
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.8,summeval-max,sum-system,103.95051500941538,37.68281243883336,0.2373022458767819,0.3515174799393478,0.4839791525946059
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.9,summeval-max,sum-system,76.04060792744906,18.841406219416665,0.2373022458767819,0.3515174799393478,0.4177483162669768
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.1,summeval-mean,sum-system,22.956411060314352,21.757885840101,0.3845377580592233,0.3883229601262461,0.4728138264814157
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.2,summeval-mean,sum-system,26.78424681357804,25.54840952765328,0.3845377580592233,0.3883229601262461,0.4875333002692052
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.3,summeval-mean,sum-system,24.87209618015751,23.65489770077597,0.3845377580592233,0.3883229601262461,0.4801803590927347
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.4,summeval-mean,sum-system,22.94934208746912,21.750885772505708,0.3845377580592233,0.3883229601262461,0.4727866436117188
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.5,summeval-mean,sum-system,32.5242332002623,31.23244504208293,0.3845377580592233,0.3883229601262461,0.5096057152334655
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.6,summeval-mean,sum-system,35.40659709608357,34.086712917589495,0.3845377580592233,0.3883229601262461,0.5206894927375652
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.7,summeval-mean,sum-system,39.24150182219252,37.884236672737096,0.3845377580592233,0.3883229601262461,0.5354361493950517
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.8,summeval-mean,sum-system,35.41720055535143,34.09721301898242,0.3845377580592233,0.3883229601262461,0.5207302670421105
ref,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.9,summeval-mean,sum-system,23.94076226840556,22.732642023920835,0.3845377580592233,0.3883229601262461,0.4765990285484385
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.1,summeval-max,sum-system,77.56124815597303,-16.740857164195862,0.2373022458767819,0.506078750428563,0.42135682968097
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.2,summeval-max,sum-system,105.44824532438462,-3.664538403094956,0.2373022458767819,0.506078750428563,0.4875333002692052
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.3,summeval-max,sum-system,111.6453558062539,-0.7586897895169504,0.2373022458767819,0.506078750428563,0.5022391826221465
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.4,summeval-max,sum-system,124.0567592051584,5.06106434666963,0.2373022458767819,0.506078750428563,0.5316917216325742
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.5,summeval-max,sum-system,127.14958696770434,6.511303017115071,0.2373022458767819,0.506078750428563,0.5390310713741963
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.6,summeval-max,sum-system,148.8795660029675,16.70057261904279,0.2373022458767819,0.506078750428563,0.5905967996534295
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.7,summeval-max,sum-system,153.55030877792407,18.890701624600432,0.2373022458767819,0.506078750428563,0.6016805771575291
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.8,summeval-max,sum-system,147.3531982960548,15.984853011022436,0.2373022458767819,0.506078750428563,0.5869746948045879
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.9,summeval-max,sum-system,144.2546430551202,14.53192870423345,0.2373022458767819,0.506078750428563,0.5796217536281173
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.1,summeval-mean,sum-system,19.13564427989588,-8.134091970193305,0.3845377580592233,0.498685034947547,0.4581215355633229
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.2,summeval-mean,sum-system,22.952876573891725,-5.190610924128179,0.3845377580592233,0.498685034947547,0.4728002350465672
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.3,summeval-mean,sum-system,30.61208256684177,0.7154293510779262,0.3845377580592233,0.498685034947547,0.502252774056995
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.4,summeval-mean,sum-system,30.61208256684177,0.7154293510779262,0.3845377580592233,0.498685034947547,0.502252774056995
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.5,summeval-mean,sum-system,30.61561705326437,0.718154805803029,0.3845377580592233,0.498685034947547,0.5022663654918433
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.6,summeval-mean,sum-system,28.69286296057597,-0.7644875361300122,0.3845377580592233,0.498685034947547,0.4948726500108274
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.7,summeval-mean,sum-system,34.43638383368284,3.66436130659328,0.3845377580592233,0.498685034947547,0.5169586564099361
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.8,summeval-mean,sum-system,44.97088474960888,11.787551457886106,0.3845377580592233,0.498685034947547,0.5574677900547664
ref,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.9,summeval-mean,sum-system,52.64422868824939,17.70449355199269,0.3845377580592233,0.498685034947547,0.586974694804588
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.1,summeval-max,sum-system,2.971486627374037,44.97307938182617,0.4948998328805243,0.3515174799393478,0.5096057152334655
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.2,summeval-max,sum-system,10.40844209625648,55.443534561821416,0.4948998328805243,0.3515174799393478,0.5464111954203638
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.3,summeval-max,sum-system,22.302627506199965,72.18930314393197,0.4948998328805243,0.3515174799393478,0.6052754991366738
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.4,summeval-max,sum-system,20.827869393109456,70.11299802296436,0.4948998328805243,0.3515174799393478,0.5979769236995969
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.5,summeval-max,sum-system,17.856382765735443,65.92945575488753,0.4948998328805243,0.3515174799393478,0.5832710413466557
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.6,summeval-max,sum-system,7.447940669478963,51.275458306815416,0.4948998328805243,0.3515174799393478,0.5317596788068163
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.7,summeval-max,sum-system,0.7675883581856573,41.87022121017792,0.4948998328805243,0.3515174799393478,0.4986986263823955
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.8,summeval-max,sum-system,-5.180877496860643,33.4954036674888,0.4948998328805243,0.3515174799393478,0.4692596788068163
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.9,summeval-max,sum-system,-17.077809206953244,16.74576858211057,0.4948998328805243,0.3515174799393478,0.4103817836556579
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.1,summeval-mean,sum-system,5.643475956273033,6.599291123689451,0.3918363334963001,0.3883229601262461,0.4139495227651056
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.2,summeval-mean,sum-system,3.756536219204027,4.695279195419184,0.3918363334963001,0.3883229601262461,0.4065558072840897
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.3,summeval-mean,sum-system,15.029613527802924,16.070350291873723,0.3918363334963001,0.3883229601262461,0.450727820082307
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.4,summeval-mean,sum-system,21.61135637613029,22.711641821134968,0.3918363334963001,0.3883229601262461,0.4765174799393479
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.5,summeval-mean,sum-system,23.498296113199267,24.615653749405205,0.3918363334963001,0.3883229601262461,0.4839111954203637
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.6,summeval-mean,sum-system,27.261769634376886,28.413177504552788,0.3918363334963001,0.3883229601262461,0.4986578520778502
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.7,summeval-mean,sum-system,25.381767199281484,26.51616564387783,0.3918363334963001,0.3883229601262461,0.4912913194665312
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.8,summeval-mean,sum-system,19.755634497942424,20.839130197043502,0.3918363334963001,0.3883229601262461,0.4692460873719679
ref,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.9,summeval-mean,sum-system,10.366028275425744,11.364570995061593,0.3918363334963001,0.3883229601262461,0.4324541986199181
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.1,summeval-max,sum-system,5.940226954598915,3.6000831308500083,0.4948998328805243,0.506078750428563,0.5242980061515582
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.2,summeval-max,sum-system,20.811391592214687,18.142754380457617,0.4948998328805243,0.506078750428563,0.5978953750905063
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.3,summeval-max,sum-system,25.282353034021387,22.514955482542305,0.4948998328805243,0.506078750428563,0.6200221557941603
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.4,summeval-max,sum-system,23.799356020483494,21.064716812096844,0.4948998328805243,0.506078750428563,0.6126828060525381
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.5,summeval-max,sum-system,26.04170249175966,23.257531453998027,0.4948998328805243,0.506078750428563,0.6237801749914862
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.6,summeval-max,sum-system,20.090490336564223,17.437777317811445,0.4948998328805243,0.506078750428563,0.5943276359810585
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.7,summeval-max,sum-system,18.60749332302633,15.987538647365982,0.4948998328805243,0.506078750428563,0.5869882862394363
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.8,summeval-max,sum-system,17.119003709190185,14.53192870423345,0.4948998328805243,0.506078750428563,0.5796217536281173
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.9,summeval-max,sum-system,11.176030454442136,8.720231477077485,0.4948998328805243,0.506078750428563,0.5502099889222349
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.1,summeval-mean,sum-system,3.760004870190844,-18.471706542847784,0.3918363334963001,0.498685034947547,0.4065693987189382
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.2,summeval-mean,sum-system,5.640007305286245,-16.994515110364993,0.3918363334963001,0.498685034947547,0.4139359313302572
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.3,summeval-mean,sum-system,16.90614731191155,-8.142268334368659,0.3918363334963001,0.498685034947547,0.4580807612587776
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.4,summeval-mean,sum-system,16.902678660924735,-8.144993789093794,0.3918363334963001,0.498685034947547,0.4580671698239291
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.5,summeval-mean,sum-system,31.93229218872769,3.66436130659328,0.3918363334963001,0.498685034947547,0.5169586564099361
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.6,summeval-mean,sum-system,34.75403016686418,5.881511182680024,0.3918363334963001,0.498685034947547,0.5280152510443388
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.7,summeval-mean,sum-system,44.15751099332806,13.27019379981916,0.3918363334963001,0.498685034947547,0.5648615055357824
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.8,summeval-mean,sum-system,40.40791207609761,10.323987299028907,0.3918363334963001,0.498685034947547,0.5501692146176896
ref,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.9,summeval-mean,sum-system,40.41484937807122,10.32943820847916,0.3918363334963001,0.498685034947547,0.5501963974873866
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.1,summeval-max,sum-system,36.77834930214387,32.39152055145391,0.3402434223473701,0.3515174799393478,0.4653793366958545
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.2,summeval-max,sum-system,49.76481761598379,44.96147987202303,0.3402434223473701,0.3515174799393478,0.5095649409289202
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.3,summeval-max,sum-system,51.92989477177318,47.05711750932914,0.3402434223473701,0.3515174799393478,0.5169314735402392
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.4,summeval-max,sum-system,73.57267708787418,68.00576087585513,0.3402434223473701,0.3515174799393478,0.5905696167837327
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.5,summeval-max,sum-system,73.58066632966737,68.0134938823905,0.3402434223473701,0.3515174799393478,0.5905967996534294
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.6,summeval-max,sum-system,58.4411047227279,53.35949643431842,0.3402434223473701,0.3515174799393478,0.53908543711359
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.7,summeval-max,sum-system,60.61017649941394,55.45900057489228,0.3402434223473701,0.3515174799393478,0.5464655611597575
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.8,summeval-max,sum-system,38.99535652958925,34.53742273124032,0.3402434223473701,0.3515174799393478,0.4729225579602032
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.9,summeval-max,sum-system,22.779248276099924,18.841406219416665,0.3402434223473701,0.3515174799393478,0.4177483162669768
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.1,summeval-mean,sum-system,10.313414301316769,21.74388570491041,0.4285602650741078,0.3883229601262461,0.4727594607420219
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.2,summeval-mean,sum-system,15.466950034567612,27.43142125313769,0.4285602650741078,0.3883229601262461,0.4948454671411306
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.3,summeval-mean,sum-system,17.182681000712858,29.32493308001502,0.4285602650741078,0.3883229601262461,0.5021984083176012
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.4,summeval-mean,sum-system,20.623657185225994,33.12245683516259,0.4285602650741078,0.3883229601262461,0.5169450649750876
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.5,summeval-mean,sum-system,25.78987858810706,38.82399251858044,0.4285602650741078,0.3883229601262461,0.53908543711359
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.6,summeval-mean,sum-system,23.22262497370432,35.990724845859745,0.4285602650741078,0.3883229601262461,0.528083208218581
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.7,summeval-mean,sum-system,16.356529691715792,28.413177504552788,0.4285602650741078,0.3883229601262461,0.4986578520778502
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.8,summeval-mean,sum-system,11.20616537587254,22.7291419901232,0.4285602650741078,0.3883229601262461,0.4765854371135901
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.9,summeval-mean,sum-system,7.774703443582036,18.94211833636852,0.4285602650741078,0.3883229601262461,0.4618795547606488
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.1,summeval-max,sum-system,43.2655915277189,-3.6806522211561736,0.3402434223473701,0.506078750428563,0.4874517516601147
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.2,summeval-max,sum-system,51.92989477177321,2.1444731877174985,0.3402434223473701,0.506078750428563,0.5169314735402393
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.3,summeval-max,sum-system,71.39961069029152,15.2342201305361,0.3402434223473701,0.506078750428563,0.5831759013027167
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.4,summeval-max,sum-system,73.57267708787415,16.695201346355702,0.3402434223473701,0.506078750428563,0.5905696167837325
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.5,summeval-max,sum-system,84.39806286682126,23.97325106201836,0.3402434223473701,0.506078750428563,0.6274022798403277
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.6,summeval-max,sum-system,82.24097495282508,22.52301239157292,0.3402434223473701,0.506078750428563,0.6200629300987056
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.7,summeval-max,sum-system,72.51210892491083,15.982167374678912,0.3402434223473701,0.506078750428563,0.5869611033697395
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.8,summeval-max,sum-system,72.51610354580743,15.984853011022436,0.3402434223473701,0.506078750428563,0.5869746948045879
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.9,summeval-max,sum-system,61.70270162955017,8.714860204390416,0.3402434223473701,0.506078750428563,0.5501828060525381
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.1,summeval-mean,sum-system,10.307071466501665,-5.20423819775376,0.4285602650741078,0.498685034947547,0.4727322778723251
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.2,summeval-mean,sum-system,10.313414301316769,-5.198787288303533,0.4285602650741078,0.498685034947547,0.4727594607420219
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.3,summeval-mean,sum-system,10.313414301316769,-5.198787288303533,0.4285602650741078,0.498685034947547,0.4727594607420219
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.4,summeval-mean,sum-system,15.466950034567612,-0.7699384455802404,0.4285602650741078,0.498685034947547,0.4948454671411306
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.5,summeval-mean,sum-system,18.901583384265656,2.18171896466025,0.4285602650741078,0.498685034947547,0.5095649409289202
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.6,summeval-mean,sum-system,24.058290534924023,6.613293262108634,0.4285602650741078,0.498685034947547,0.5316645387628772
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.7,summeval-mean,sum-system,37.80950960334641,18.43082472197105,0.4285602650741078,0.498685034947547,0.5905967996534295
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.8,summeval-mean,sum-system,40.3957917221945,20.653425507508043,0.4285602650741078,0.498685034947547,0.6016805771575291
ref,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.9,summeval-mean,sum-system,28.37616070695515,10.323987299028907,0.4285602650741078,0.498685034947547,0.5501692146176896
