dataset,metric,nli,nli_weight,aggregation,level,correlation,coherence,consistency,fluency,relevance,avg
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.0,max,system,kendall,0.4411764705882352,-0.044117647058823525,0.18450310115418653,0.3676470588235294,0.2373022458767819
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.1,max,system,kendall,0.5588235294117646,0.10294117647058822,0.39114657444687545,0.5441176470588235,0.3992572318470129
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.2,max,system,kendall,0.588235294117647,0.19117647058823525,0.45018756681621513,0.5735294117647058,0.4507821858217008
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.3,max,system,kendall,0.6176470588235293,0.2205882352941176,0.4206670706315453,0.6029411764705882,0.4654608853049451
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.4,max,system,kendall,0.588235294117647,0.24999999999999997,0.4206670706315453,0.5441176470588235,0.4507550029520039
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.5,max,system,kendall,0.5294117647058822,0.338235294117647,0.3616260782622056,0.48529411764705876,0.4286418136831984
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.6,max,system,kendall,0.48529411764705876,0.3529411764705882,0.287824837800531,0.41176470588235287,0.3844562094501327
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.7,max,system,kendall,0.4264705882352941,0.4411764705882352,0.3763863263545405,0.41176470588235287,0.41394952276510566
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.8,max,system,kendall,0.2794117647058823,0.5588235294117646,0.4206670706315453,0.3529411764705882,0.4029608853049451
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.9,max,system,kendall,0.19117647058823525,0.6176470588235293,0.4206670706315453,0.3235294117647059,0.38825500295200394
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,1.0,max,system,kendall,0.13235294117647056,0.588235294117647,0.3616260782622056,0.2647058823529411,0.33673004897731607
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.0,mean,system,kendall,0.48529411764705876,0.1764705882352941,0.3763863263545405,0.49999999999999994,0.3845377580592233
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.1,mean,system,kendall,0.6176470588235293,0.24999999999999997,0.45018756681621513,0.6029411764705882,0.4801939505275832
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.2,mean,system,kendall,0.6176470588235293,0.24999999999999997,0.4206670706315453,0.6029411764705882,0.4728138264814157
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.3,mean,system,kendall,0.5294117647058822,0.30882352941176466,0.3321055820775357,0.48529411764705876,0.41390874846056036
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.4,mean,system,kendall,0.4705882352941176,0.30882352941176466,0.2435440935235262,0.39705882352941174,0.35500367043970504
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.5,mean,system,kendall,0.4705882352941176,0.338235294117647,0.2435440935235262,0.3676470588235294,0.35500367043970504
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.6,mean,system,kendall,0.39705882352941174,0.41176470588235287,0.287824837800531,0.3235294117647059,0.35504444474425034
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.7,mean,system,kendall,0.2352941176470588,0.48529411764705876,0.287824837800531,0.24999999999999997,0.31460326827366214
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.8,mean,system,kendall,0.1764705882352941,0.5441176470588235,0.34686583016987066,0.24999999999999997,0.32936351636599703
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.9,mean,system,kendall,0.10294117647058822,0.5588235294117646,0.3321055820775357,0.2352941176470588,0.3072911014017368
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,1.0,mean,system,kendall,0.02941176470588235,0.5147058823529411,0.3173453339852008,0.16176470588235295,0.2558069217315943
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.0,max,system,kendall,0.4411764705882352,-0.044117647058823525,0.18450310115418653,0.3676470588235294,0.2373022458767819
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.1,max,system,kendall,0.49999999999999994,0.10294117647058822,0.3616260782622056,0.48529411764705876,0.36246534309496314
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.2,max,system,kendall,0.6029411764705882,0.2352941176470588,0.40590682253921034,0.588235294117647,0.4580943526936261
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.3,max,system,kendall,0.6323529411764706,0.20588235294117643,0.40590682253921034,0.6176470588235293,0.46544729387009665
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.4,max,system,kendall,0.6470588235294118,0.2205882352941176,0.39114657444687545,0.6323529411764706,0.47278664361171885
