dataset,metric,nli,nli_weight,aggregation,level,correlation,coherence,consistency,fluency,relevance,avg
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.0,max,system,kendall,0.4411764705882352,-0.044117647058823525,0.18450310115418653,0.3676470588235294,0.2373022458767819
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.1,max,system,kendall,0.45588235294117646,0.08823529411764705,0.3173453339852008,0.4705882352941176,0.3330128040845355
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.2,max,system,kendall,0.5294117647058822,0.19117647058823525,0.39114657444687545,0.5441176470588235,0.41396311419995413
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.3,max,system,kendall,0.588235294117647,0.24999999999999997,0.45018756681621513,0.6029411764705882,0.4728410093511126
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.4,max,system,kendall,0.588235294117647,0.2794117647058823,0.4206670706315453,0.6029411764705882,0.4728138264814157
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.5,max,system,kendall,0.5441176470588235,0.3823529411764705,0.4354273187238802,0.5294117647058822,0.4728274179162641
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.6,max,system,kendall,0.48529411764705876,0.3823529411764705,0.3763863263545405,0.4705882352941176,0.42865540511804684
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.7,max,system,kendall,0.3676470588235294,0.4705882352941176,0.3321055820775357,0.41176470588235287,0.39552639551938384
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.8,max,system,kendall,0.2794117647058823,0.5294117647058822,0.3616260782622056,0.3823529411764705,0.38820063721261017
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.9,max,system,kendall,0.16176470588235295,0.6176470588235293,0.39114657444687545,0.3823529411764705,0.38822782008230705
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,1.0,max,system,kendall,0.0588235294117647,0.5441176470588235,0.34686583016987066,0.2794117647058823,0.3073046928365853
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.0,mean,system,kendall,0.48529411764705876,0.1764705882352941,0.3763863263545405,0.49999999999999994,0.3845377580592233
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.1,mean,system,kendall,0.49999999999999994,0.19117647058823525,0.39114657444687545,0.5147058823529411,0.39925723184701295
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.2,mean,system,kendall,0.6176470588235293,0.24999999999999997,0.479708063000885,0.5735294117647058,0.48022113339728006
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.3,mean,system,kendall,0.6176470588235293,0.24999999999999997,0.45018756681621513,0.5735294117647058,0.47284100935111256
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.4,mean,system,kendall,0.5735294117647058,0.2941176470588235,0.40590682253921034,0.5294117647058822,0.45074141151715547
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.5,mean,system,kendall,0.48529411764705876,0.3529411764705882,0.3173453339852008,0.41176470588235287,0.39183633349630015
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.6,mean,system,kendall,0.4264705882352941,0.3235294117647059,0.25830434161586113,0.3529411764705882,0.3403113795216124
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.7,mean,system,kendall,0.39705882352941174,0.3235294117647059,0.19926334924652145,0.2941176470588235,0.30349230789986564
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.8,mean,system,kendall,0.2352941176470588,0.338235294117647,0.18450310115418653,0.10294117647058822,0.21524342234737015
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.9,mean,system,kendall,0.10294117647058822,0.41176470588235287,0.21402359733885637,0.1176470588235294,0.21159413462883173
summ,BARTScore_bart-large-cnn,NLI1Score_monolingual,1.0,mean,system,kendall,0.014705882352941175,0.41176470588235287,0.2435440935235262,0.08823529411764705,0.18956249396911684
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.0,max,system,kendall,0.4411764705882352,-0.044117647058823525,0.18450310115418653,0.3676470588235294,0.2373022458767819
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.1,max,system,kendall,0.4411764705882352,0.07352941176470587,0.30258508589286587,0.4264705882352941,0.3109403891202753
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.2,max,system,kendall,0.48529411764705876,0.1176470588235294,0.3173453339852008,0.4411764705882352,0.34036574526100605
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.3,max,system,kendall,0.6029411764705882,0.2352941176470588,0.40590682253921034,0.5588235294117646,0.4507414115171555
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.4,max,system,kendall,0.6176470588235293,0.24999999999999997,0.3616260782622056,0.5735294117647058,0.45070063721261017
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.5,max,system,kendall,0.6176470588235293,0.24999999999999997,0.3616260782622056,0.5735294117647058,0.45070063721261017
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.6,max,system,kendall,0.5735294117647058,0.2941176470588235,0.3173453339852008,0.5294117647058822,0.4286010393786531
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.7,max,system,kendall,0.48529411764705876,0.41176470588235287,0.3616260782622056,0.5294117647058822,0.4470241666243749
summ,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.8,max,system,kendall,0.45588235294117646,0.5588235294117646,0.479708063000885,0.4705882352941176,0.4912505451619859
